size,iteration,start_ts,stop_ts,time(ms)
32768,-21,1767561439622055382,1767561441625980636,2003.93
32768,-20,1767561441626039067,1767561441737131604,111.084
32768,-19,1767561441737165300,1767561441824543777,87.3719
32768,-18,1767561441824555808,1767561441910598263,86.0358
32768,-17,1767561441910607031,1767561442000758798,90.1455
32768,-16,1767561442000767310,1767561442088318042,87.5443
32768,-15,1767561442088325241,1767561442175733414,87.402
32768,-14,1767561442175740518,1767561442261252256,85.5052
32768,-13,1767561442261259456,1767561442348154063,86.8885
32768,-12,1767561442348160975,1767561442435972536,87.8052
32768,-11,1767561442435979224,1767561442521119029,85.1335
32768,-10,1767561442521125589,1767561442611286285,90.1549
32768,-9,1767561442611293261,1767561442700271917,88.972
32768,-8,1767561442700278829,1767561442786350083,86.065
32768,-7,1767561442786357091,1767561442872565368,86.202
32768,-6,1767561442872572472,1767561442958515728,85.9372
32768,-5,1767561442958522256,1767561443043809484,85.2811
32768,-4,1767561443043817227,1767561443131253495,87.4296
32768,-3,1767561443131260695,1767561443221846187,90.5792
32768,-2,1767561443221853451,1767561443307207111,85.3477
32768,-1,1767561443307213639,1767561443397777755,90.5576
32768,0,1767561443397785627,1767561443485093096,87.3012
32768,1,1767561443485099911,1767561443571387676,86.2806
32768,2,1767561443571394012,1767561443658024174,86.6242
32768,3,1767561443658031502,1767561443743223978,85.1864
32768,4,1767561443743230346,1767561443828435751,85.1991
32768,5,1767561443828442215,1767561443914169120,85.7205
32768,6,1767561443914179967,1767561444000975664,86.7894
32768,7,1767561444000984560,1767561444086186477,85.1958
32768,8,1767561444086193645,1767561444172592641,86.3927
32768,9,1767561444172601441,1767561444258349721,85.7417
32768,10,1767561444258357337,1767561444344090226,85.7267
32768,11,1767561444344097362,1767561444431391230,87.288
32768,12,1767561444431398174,1767561444521241272,89.8372
32768,13,1767561444521247960,1767561444606505940,85.2516
32768,14,1767561444606513108,1767561444696094384,89.5755
32768,15,1767561444696100784,1767561444782372485,86.2654
32768,16,1767561444782378853,1767561444868362876,85.978
32768,17,1767561444868369404,1767561444954449714,86.0741
32768,18,1767561444954456434,1767561445041185219,86.7228
32768,19,1767561445041192579,1767561445126562910,85.3631
32768,20,1767561445126570206,1767561445211773467,85.197
32768,21,1767561445211780475,1767561445298241038,86.4541
32768,22,1767561445298309069,1767561445385921688,87.6064
32768,23,1767561445385930904,1767561445472203085,86.2659
32768,24,1767561445472210029,1767561445557852518,85.6359
32768,25,1767561445557859078,1767561445645344722,87.4796
32768,26,1767561445645351410,1767561445731934628,86.577
32768,27,1767561445731941124,1767561445818018650,86.0717
32768,28,1767561445818025210,1767561445904743851,86.7124
32768,29,1767561445904750827,1767561445990913376,86.1563
32768,30,1767561445990920768,1767561446076896119,85.9694
32768,31,1767561446076903287,1767561446162859694,85.9496
32768,32,1767561446162865934,1767561446248862341,85.9904
32768,33,1767561446248869509,1767561446334802300,85.9254
32768,34,1767561446334809596,1767561446420852690,86.037
32768,35,1767561446420861618,1767561446506835625,85.9677
32768,36,1767561446506842313,1767561446593015774,86.1674
32768,37,1767561446593022334,1767561446679758767,86.7299
32768,38,1767561446679765423,1767561446765921509,86.1501
32768,39,1767561446765928613,1767561446851866300,85.9317
32768,40,1767561446851873244,1767561446937818196,85.9388
32768,41,1767561446937824692,1767561447023858858,86.0282
32768,42,1767561447023865802,1767561447109809729,85.9375
32768,43,1767561447109816129,1767561447195810295,85.988
32768,44,1767561447195817015,1767561447281897965,86.0742
32768,45,1767561447281904749,1767561447368287617,86.376
32768,46,1767561447368294657,1767561447454261752,85.9606
32768,47,1767561447454268696,1767561447540312751,86.0379
32768,48,1767561447540319374,1767561447627038784,86.7132
32768,49,1767561447627045792,1767561447713764529,86.7124
32768,50,1767561447713771377,1767561447799978534,86.2014
32768,51,1767561447799988326,1767561447885967581,85.9733
32768,52,1767561447885974749,1767561447972552015,86.5708
32768,53,1767561447972558767,1767561448058789540,86.2242
32768,54,1767561448058795748,1767561448144728411,85.9266
32768,55,1767561448144735579,1767561448230697329,85.9551
32768,56,1767561448230703793,1767561448316720392,86.0101
32768,57,1767561448316726984,1767561448402683903,85.9511
32768,58,1767561448402690591,1767561448488835509,86.1387
32768,59,1767561448488841717,1767561448575625126,86.7775
32768,60,1767561448575631174,1767561448662368407,86.731
32768,61,1767561448662374743,1767561448748767914,86.3869
32768,62,1767561448748775466,1767561448834719041,85.9375
32768,63,1767561448834725537,1767561448920921494,86.1897
32768,64,1767561448920928310,1767561449007644839,86.7095
32768,65,1767561449007655175,1767561449093923388,86.2622
32768,66,1767561449093930108,1767561449179907955,85.9719
32768,67,1767561449179914579,1767561449265893898,85.9722
32768,68,1767561449265900746,1767561449352058336,86.1505
32768,69,1767561449352064895,1767561449438766513,86.6952
32768,70,1767561449438773841,1767561449525481442,86.7016
32768,71,1767561449525487970,1767561449611934165,86.4399
32768,72,1767561449611940789,1767561449698672262,86.725
32768,73,1767561449698734918,1767561449784800860,86.0591
32768,74,1767561449784808188,1767561449870757459,85.9429
32768,75,1767561449870765075,1767561449956729130,85.9578
32768,76,1767561449956736106,1767561450045003696,88.2574
32768,77,1767561450045035152,1767561450132111614,87.0581
32768,78,1767561450132139422,1767561450219065774,86.9145
32768,79,1767561450219078445,1767561450305177347,86.0929
32768,80,1767561450305185411,1767561450391202682,86.0109
32768,81,1767561450391209978,1767561450477846763,86.6306
32768,82,1767561450477853707,1767561450564577757,86.7182
32768,83,1767561450564584669,1767561450651343758,86.7531
32768,84,1767561450651350446,1767561450737470628,86.1134
32768,85,1767561450737477188,1767561450823411387,85.9277
32768,86,1767561450823417723,1767561450909462033,86.0383
32768,87,1767561450909532369,1767561450996243586,86.7047
32768,88,1767561450996251426,1767561451082977683,86.72
32768,89,1767561451082984467,1767561451169125672,86.1345
32768,90,1767561451169133576,1767561451255083103,85.9433
32768,91,1767561451255089279,1767561451341044727,85.949
32768,92,1767561451341052631,1767561451427207532,86.1487
32768,93,1767561451427214252,1767561451513925438,86.7051
32768,94,1767561451513932222,1767561451600666575,86.7283
32768,95,1767561451600673134,1767561451686742309,86.0622
32768,96,1767561451686749700,1767561451772571164,85.8143
32768,97,1767561451772578108,1767561451858523091,85.9389
32768,98,1767561451858529267,1767561451944524138,85.9878
32768,99,1767561451944530570,1767561452030468961,85.9321
