sample,power(W),gpu_util(%),core_clock(MHz),mem_clock(MHz),timestamp_ns,temp(C),energy(mJ)
0,72.9910,0,345,2619,1767559890807101596,28,41936892
1,72.9910,0,345,2619,1767559890811376665,28,41936892
2,72.9910,0,345,2619,1767559890817827621,28,41936892
3,72.9910,0,345,2619,1767559890823902931,28,41936892
4,72.9910,0,345,2619,1767559890828836491,28,41936892
5,72.9910,0,345,2619,1767559890837280263,28,41936892
6,72.9910,0,345,2619,1767559890841662691,28,41936892
7,72.9910,0,345,2619,1767559890845775906,28,41936892
8,72.9910,0,345,2619,1767559890851128055,28,41936892
9,72.9910,0,345,2619,1767559890857766977,28,41936892
10,72.9910,0,345,2619,1767559890861866848,28,41936892
11,72.9910,0,345,2619,1767559890865833312,28,41936892
12,72.9910,0,345,2619,1767559890871139349,28,41936892
13,72.9700,0,345,2619,1767559890878006653,28,41936892
14,72.9700,0,345,2619,1767559890882525112,28,41936892
15,72.9700,0,345,2619,1767559890889085603,28,41953313
16,72.9700,0,345,2619,1767559890907328815,28,41953313
17,72.9700,0,345,2619,1767559890911480942,28,41953313
18,72.9700,0,345,2619,1767559890918115736,28,41953313
19,72.9700,0,345,2619,1767559890923378285,28,41953313
20,72.9700,0,345,2619,1767559890928012328,28,41953313
21,72.9700,0,345,2619,1767559890936402915,28,41953313
22,72.9700,0,345,2619,1767559890941191677,28,41953313
23,72.9700,0,345,2619,1767559890945170172,28,41953313
24,72.9700,0,345,2619,1767559890949268027,28,41953313
25,72.9700,0,345,2619,1767559890957563000,28,41953313
26,72.9700,0,345,2619,1767559890962146899,28,41953313
27,72.9700,0,345,2619,1767559890966485264,28,41953313
28,72.9700,0,345,2619,1767559890971118250,28,41953313
29,72.9700,0,345,2619,1767559890978360079,28,41953313
30,73.0080,0,345,2619,1767559890982446798,28,41953313
31,73.0080,0,345,2619,1767559890987261767,28,41953313
32,73.0080,0,345,2619,1767559890993804466,28,41970033
33,73.0080,0,345,2619,1767559891008119774,28,41970033
34,73.0080,0,345,2619,1767559891016462362,28,41970033
35,73.0080,0,345,2619,1767559891020801751,28,41970033
36,73.0080,0,345,2619,1767559891037559663,28,41970033
37,73.0080,0,345,2619,1767559891115926452,28,41986090
38,73.0080,0,345,2619,1767559891119611478,28,41986090
39,73.0080,0,345,2619,1767559891123470647,28,41986090
40,73.0080,0,345,2619,1767559891128774028,28,41986090
41,73.0080,0,345,2619,1767559891137080361,28,41986090
42,73.0080,0,900,2619,1767559891141155144,28,41986090
43,73.0080,0,900,2619,1767559891145584708,28,41986090
44,73.0080,0,900,2619,1767559891149544996,28,41986090
45,73.0080,0,900,2619,1767559891158037375,28,41986090
46,73.2010,0,900,2619,1767559891163102102,28,41986090
47,73.2010,0,900,2619,1767559891168251212,28,41986090
48,73.2010,0,900,2619,1767559891176278603,28,41986090
49,73.2010,0,900,2619,1767559891180117036,28,41986090
50,73.2010,0,900,2619,1767559891186078556,28,41986090
51,73.2010,0,900,2619,1767559891191677550,28,42003030
52,73.2010,0,900,2619,1767559891207311055,28,42003030
53,73.2010,0,900,2619,1767559891211542157,28,42003030
54,73.2010,0,900,2619,1767559891218051064,28,42003030
55,73.2010,0,900,2619,1767559891221937369,28,42003030
56,73.2010,0,900,2619,1767559891227481388,28,42003030
57,73.2010,0,900,2619,1767559891236182245,28,42003030
58,73.2010,0,900,2619,1767559891240239780,28,42003030
59,73.2010,0,900,2619,1767559891244381987,28,42003030
60,73.2010,0,900,2619,1767559891248678304,28,42003030
61,73.2010,0,900,2619,1767559891256576768,28,42003030
62,73.2010,0,900,2619,1767559891260417089,28,42003030
63,73.2010,0,900,2619,1767559891266698446,28,42003030
64,73.2010,0,900,2619,1767559891270968747,28,42003030
65,73.2010,0,900,2619,1767559891277533174,28,42003030
66,73.6270,0,900,2619,1767559891281637749,28,42003030
67,73.6270,0,900,2619,1767559891285522837,28,42003030
68,73.6270,0,900,2619,1767559891291320198,28,42019723
69,73.6270,0,900,2619,1767559891309603410,28,42019723
70,73.6270,0,900,2619,1767559891317298580,28,42019723
71,73.6270,0,900,2619,1767559891320984054,28,42019723
72,73.6270,0,900,2619,1767559891325159668,28,42019723
73,73.6270,0,900,2619,1767559891331404609,28,42019723
74,73.6270,0,900,2619,1767559891338098539,28,42019723
75,73.6270,0,900,2619,1767559891342377513,28,42019723
76,73.6270,0,900,2619,1767559891346202570,28,42019723
77,73.6270,0,900,2619,1767559891351016834,28,42019723
78,73.6270,0,900,2619,1767559891357532558,28,42019723
79,73.6270,0,900,2619,1767559891361327791,28,42019723
80,73.6270,0,900,2619,1767559891365351502,28,42019723
81,73.6270,0,900,2619,1767559891369119568,28,42019723
82,73.6270,0,900,2619,1767559891377626507,28,42019723
83,73.6270,0,900,2619,1767559891381359245,28,42019723
84,73.6270,0,900,2619,1767559891385406732,28,42019723
85,74.1030,0,900,2619,1767559891389430283,28,42036516
86,74.1030,0,900,2619,1767559891406684415,28,42036516
87,74.1030,0,900,2619,1767559891411064444,28,42036516
88,74.1030,0,900,2619,1767559891418236706,28,42036516
89,74.1030,0,900,2619,1767559891422024387,28,42036516
90,74.1030,0,900,2619,1767559891434163008,28,42036516
91,74.1030,0,900,2619,1767559891440760491,29,42036516
92,74.1030,0,900,2619,1767559891444107376,29,42036516
93,74.1030,0,900,2619,1767559891447861841,29,42036516
94,74.1030,0,900,2619,1767559891451895121,29,42036516
95,74.1030,0,900,2619,1767559891458364828,29,42036516
96,74.1030,0,900,2619,1767559891461784225,29,42036516
97,74.1030,0,900,2619,1767559891465198277,29,42036516
98,74.1030,0,900,2619,1767559891470722872,29,42036516
99,74.1030,0,900,2619,1767559891477249315,29,42036516
100,74.1030,0,900,2619,1767559891480493065,29,42036516
101,74.1030,0,1980,2619,1767559891484405929,29,42036516
102,74.1030,0,1980,2619,1767559891488785350,29,42055459
103,74.1030,0,1980,2619,1767559891506953458,29,42055459
104,74.1030,0,1980,2619,1767559891511107281,29,42055459
105,77.2670,0,1980,2619,1767559891517672316,29,42055459
106,77.2670,0,1980,2619,1767559891521154495,29,42055459
107,77.2670,0,1980,2619,1767559891525129151,29,42055459
108,77.2670,0,1980,2619,1767559891533296317,29,42055459
109,77.2670,0,1980,2619,1767559891539768168,29,42055459
110,77.2670,0,1980,2619,1767559891543915079,29,42055459
111,77.2670,0,1980,2619,1767559891547833127,29,42055459
112,77.2670,0,1980,2619,1767559891551785607,29,42055459
113,77.2670,0,1980,2619,1767559891558157651,29,42055459
114,77.2670,0,1980,2619,1767559891561423129,29,42055459
115,77.2670,0,1980,2619,1767559891565667702,29,42055459
116,77.2670,0,1980,2619,1767559891569088827,29,42055459
117,77.2670,0,1980,2619,1767559891577267768,29,42055459
118,77.2670,0,1980,2619,1767559891580805276,29,42055459
119,77.2670,0,1980,2619,1767559891584561917,29,42055459
120,77.2670,0,1980,2619,1767559891588728444,29,42076711
121,77.2670,0,1980,2619,1767559891606719050,29,42076711
122,77.2670,0,1980,2619,1767559891610748969,29,42076711
123,77.2670,0,1980,2619,1767559891617186069,29,42076711
124,77.2670,0,1980,2619,1767559891620862903,29,42076711
125,77.2670,0,1980,2619,1767559891624415546,29,42076711
126,77.2670,0,1980,2619,1767559891627846270,29,42076711
127,77.2670,0,1980,2619,1767559891634957061,29,42076711
128,82.9760,0,1980,2619,1767559891640787638,29,42076711
129,82.9760,0,1980,2619,1767559891644759541,29,42076711
130,82.9760,0,1980,2619,1767559891648590422,29,42076711
131,82.9760,0,1980,2619,1767559891656694485,29,42076711
132,82.9760,0,1980,2619,1767559891660035130,29,42076711
133,82.9760,0,1980,2619,1767559891663371390,29,42076711
134,82.9760,0,1980,2619,1767559891666655460,29,42076711
135,82.9760,0,1980,2619,1767559891670882594,29,42076711
136,82.9760,0,1980,2619,1767559891677335437,29,42076711
137,82.9760,0,1980,2619,1767559891681041103,30,42076711
138,82.9760,0,1980,2619,1767559891684704690,30,42076711
139,82.9760,0,1980,2619,1767559891688819888,30,42098020
140,82.9760,0,1980,2619,1767559891709836582,30,42098020
141,82.9760,0,1980,2619,1767559891718813437,30,42098020
142,82.9760,0,1980,2619,1767559891722674206,30,42098020
143,82.9760,0,1980,2619,1767559891726006211,30,42098020
144,82.9760,0,1980,2619,1767559891730978426,30,42098020
